
Location		Count
tcm:887-9771			1
tcm:324-6009			1
tcm:114-1888			1
tcm:220-9035			1
tcm:208-9809			1
tcm:867-6299			1
tcm:481-7951			1
tcm:496-9273			1
tcm:293-3290			1
tcm:241-3827			1
tcm:915-1882			1
tcm:653-4945			1
tcm:238-3269			1
tcm:384-5556			1
tcm:695-3558			1
tcm:427-4972			1
tcm:353-6209			1
tcm:777-8959			1
tcm:224-3902			1
tcm:158-4255			1
tcm:329-1475			1
tcm:274-6909			1
tcm:352-3098			1
tcm:841-4449			1
tcm:608-4409			1
tcm:475-7339			1
tcm:623-5003			1
tcm:104-6675			1
tcm:707-8557			1
tcm:901-9565			1
tcm:157-3646			1
tcm:349-1468			1
tcm:765-8655			1
tcm:640-6291			1
tcm:952-2645			1
tcm:417-7235			1
tcm:456-3521			1
tcm:815-4168			1
tcm:224-6166			1
tcm:287-6970			1
tcm:388-7418			1
tcm:885-3233			1
tcm:347-5980			1
tcm:466-9612			1
tcm:383-4907			1
tcm:295-2729			1
tcm:938-8885			1
tcm:988-8022			1
tcm:250-2864			1
tcm:891-7447			1
tcm:330-1862			1
tcm:275-6678			1
tcm:199-3451			1
tcm:489-4415			1
tcm:946-9410			1
tcm:595-2323			1
tcm:159-6106			1
tcm:159-7439			1
tcm:313-1842			1
tcm:234-6129			1
tcm:445-6863			1
tcm:144-8481			1
Everyone/was/busy,/so/I/went/to/the/movie/alone.			103
tcm:563-4695			1
tcm:885-3289			1
tcm:705-9139			1
tcm:761-6740			1
tcm:998-7999			1
tcm:864-5318			1
tcm:274-6972			1
tcm:659-8122			1
tcm:868-5906			1
tcm:979-1521			1
tcm:380-2289			1
tcm:212-7149			1
tcm:113-5635			1
tcm:698-4415			1
tcm:726-7554			1
tcm:618-6647			1
tcm:104-4084			1
tcm:818-2840			1
tcm:961-1627			1
tcm:966-4191			1
tcm:567-1786			1
tcm:231-1284			1
tcm:480-3418			1
tcm:963-5446			1
tcm:151-2287			1
tcm:962-4862			1
tcm:407-8908			1
tcm:823-2522			1
tcm:512-5812			1
tcm:789-5308			1
The/waves/were/crashing/on/the/shore;/it/was/a/lovely/sight.			119
tcm:173-1256			1
tcm:526-6470			1
tcm:574-5265			1
tcm:485-9926			1
tcm:131-7530			1
tcm:758-1274			1
tcm:932-8833			1
tcm:203-5935			1
tcm:493-4314			1
tcm:743-4813			1
tcm:561-3015			1
tcm:600-6721			1
tcm:237-7057			1
tcm:886-1618			1
tcm:327-7364			1
tcm:413-6591			1
tcm:704-7243			1
tcm:293-8150			1
tcm:701-2373			1
tcm:661-5584			1
tcm:990-6766			1
tcm:725-1621			1
tcm:190-3803			1
tcm:194-4429			1
tcm:132-8166			1
tcm:965-2260			1
tcm:182-4144			1
tcm:410-3098			1
tcm:377-5514			1
tcm:205-4981			1
tcm:337-9521			1
tcm:463-9648			1
tcm:762-6026			1
tcm:262-7976			1
tcm:496-3074			1
tcm:659-8131			1
tcm:894-7093			1
tcm:550-1157			1
tcm:477-6718			1
tcm:797-9851			1
tcm:688-2212			1
tcm:298-8484			1
tcm:682-9682			1
tcm:223-9068			1
tcm:658-1371			1
tcm:687-6493			1
tcm:476-9667			1
tcm:572-2722			1
tcm:692-9660			1
tcm:660-7196			1
tcm:935-7546			1
tcm:776-5742			1
tcm:400-4361			1
tcm:313-1878			1
tcm:259-9925			1
tcm:360-7514			1
tcm:276-2479			1
tcm:560-1134			1
tcm:772-7324			1
tcm:443-7478			1
tcm:412-2041			1
tcm:251-4716			1
tcm:136-5241			1
tcm:100-4756			1
tcm:914-3427			1
tcm:963-5480			1
tcm:776-5756			1
tcm:900-6325			1
tcm:995-5757			1
tcm:662-7479			1
tcm:701-1093			1
tcm:622-9220			1
tcm:621-8619			1
tcm:893-5165			1
tcm:278-1408			1
tcm:121-4019			1
tcm:385-7427			1
tcm:363-8471			1
tcm:924-6945			1
tcm:373-7125			1
tcm:684-5121			1
tcm:622-9233			1
tcm:409-6625			1
tcm:246-7702			1
tcm:330-5393			1
tcm:367-4224			1
tcm:194-3154			1
tcm:731-4558			1
tcm:262-5366			1
tcm:311-1585			1
tcm:702-8238			1
tcm:874-1377			1
tcm:289-4690			1
tcm:434-4971			1
tcm:147-8497			1
tcm:208-2369			1
tcm:291-9143			1
tcm:490-3423			1
tcm:114-1822			1
tcm:354-5974			1
tcm:583-3344			1
tcm:986-2814			1
tcm:463-9602			1
tcm:315-8347			1
tcm:975-4470			1
tcm:228-5843			1
tcm:856-9185			1
tcm:615-4404			1
tcm:650-4925			1
tcm:545-2824			1
I/currently/have/4/windows/open/up…/and/I/don’t/know/why.			102
tcm:713-6583			1
tcm:305-8682			1
tcm:169-8459			1
tcm:319-6816			1
tcm:490-7028			1
tcm:880-5318			1
tcm:497-7479			1
tcm:914-5651			1
tcm:627-3102			1
tcm:610-2883			1
tcm:436-2508			1
tcm:859-4168			1
tcm:958-3756			1
tcm:644-5531			1
tcm:970-4098			1
tcm:994-9516			1
tcm:626-2418			1
tcm:302-2605			1
tcm:412-5800			1
tcm:762-1065			1
tcm:314-6065			1
tcm:712-4555			1
tcm:295-7204			1
tcm:229-2815			1
tcm:444-9342			1
tcm:185-7511			1
tcm:677-7975			1
tcm:990-7671			1
tcm:924-1954			1
tcm:564-5788			1
tcm:577-6347			1
tcm:729-7436			1
tcm:738-7497			1
tcm:855-8858			1
tcm:757-5517			1
tcm:709-7385			1
tcm:686-3188			1
tcm:618-5715			1
tcm:278-5286			1
tcm:937-9168			1
tcm:371-2097			1
tcm:485-7587			1
tcm:657-5220			1
tcm:886-9057			1
tcm:962-9568			1
tcm:467-6646			1
tcm:110-3544			1
tcm:779-5267			1
tcm:387-4240			1
tcm:932-6134			1
tcm:581-6872			1
tcm:725-5137			1
tcm:871-8807			1
tcm:991-7012			1
tcm:560-2127			1
tcm:688-5812			1
tcm:110-4883			1
tcm:611-2210			1
tcm:775-7348			1
tcm:810-6113			1
tcm:934-4422			1
tcm:737-3257			1
tcm:653-1189			1
tcm:293-1007			1
tcm:123-6761			1
tcm:980-6927			1
tcm:454-3412			1
tcm:339-3841			1
tcm:860-9641			1
tcm:994-2098			1
tcm:103-8453			1
tcm:944-5588			1
tcm:389-4714			1
tcm:870-9461			1
tcm:685-3762			1
tcm:114-7633			1
tcm:768-6079			1
tcm:271-9229			1
tcm:689-6540			1
tcm:263-6398			1
tcm:693-5746			1
tcm:566-7146			1
tcm:542-9113			1
tcm:379-3175			1
tcm:911-9750			1
tcm:758-7516			1
tcm:308-4571			1
tcm:699-1985			1
tcm:459-3394			1
tcm:415-7009			1
tcm:173-8951			1
tcm:244-3433			1
tcm:438-3084			1
tcm:751-3180			1
tcm:333-4145			1
tcm:425-3375			1
tcm:770-5663			1
tcm:125-8149			1
tcm:718-1692			1
tcm:564-3164			1
tcm:708-4054			1
tcm:329-1827			1
tcm:422-9627			1
tcm:176-2213			1
tcm:358-1932			1
tcm:905-4335			1
tcm:940-7217			1
tcm:229-2852			1
tcm:237-9600			1
tcm:208-7311			1
tcm:811-9467			1
tcm:814-9789			1
tcm:420-5197			1
tcm:547-5522			1
tcm:325-4358			1
tcm:191-9029			1
tcm:678-8632			1
tcm:728-4117			1
tcm:466-5947			1
tcm:711-1215			1
tcm:682-2198			1
tcm:142-4845			1
tcm:636-2241			1
tcm:386-5729			1
tcm:292-5150			1
tcm:311-1736			1
tcm:332-5602			1
tcm:648-6588			1
tcm:399-6779			1
tcm:547-5535			1
tcm:531-3386			1
tcm:928-5153			1
tcm:736-2568			1
tcm:631-1005			1
tcm:286-2388			1
tcm:467-6676			1
tcm:922-1468			1
tcm:295-1085			1
tcm:388-2760			1
tcm:874-3835			1
tcm:615-3276			1
tcm:930-4776			1
tcm:493-8205			1
tcm:813-2470			1
tcm:969-2967			1
tcm:734-9557			1
tcm:629-3633			1
tcm:713-7862			1
tcm:303-3328			1
tcm:475-3768			1
tcm:998-9218			1
tcm:631-2344			1
tcm:716-1130			1
tcm:891-1466			1
tcm:788-9676			1
tcm:376-9413			1
tcm:555-7529			1
tcm:859-4172			1
tcm:444-9328			1
tcm:368-3998			1
tcm:464-5430			1
tcm:384-5217			1
tcm:693-5783			1
tcm:607-6157			1
tcm:461-4721			1
tcm:664-2967			1
tcm:106-2108			1
tcm:269-7489			1
tcm:566-4991			1
tcm:429-8776			1
tcm:258-6451			1
tcm:638-4095			1
tcm:102-5157			1
tcm:761-1607			1
tcm:717-3135			1
tcm:359-6100			1
tcm:659-4444			1
tcm:659-4441			1
tcm:736-2505			1
tcm:157-9844			1
tcm:812-6614			1
tcm:551-8273			1
tcm:339-6051			1
tcm:401-5393			1
tcm:576-9199			1
tcm:208-9962			1
tcm:803-6118			1
tcm:716-1115			1
tcm:787-1043			1
tcm:416-4204			1
tcm:738-8740			1
tcm:128-3626			1
tcm:182-2858			1
tcm:470-6029			1
tcm:206-9022			1
tcm:431-8706			1
tcm:146-6294			1
tcm:823-7541			1
tcm:932-2616			1
tcm:585-7026			1
tcm:641-9211			1
tcm:872-9531			1
tcm:291-4459			1
tcm:266-7167			1
tcm:104-9183			1
tcm:366-7443			1
tcm:945-4995			1
tcm:991-4823			1
tcm:797-2687			1
tcm:561-1988			1
tcm:304-1828			1
tcm:623-1640			1
tcm:863-5973			1
tcm:397-5398			1
tcm:320-9265			1
tcm:973-6951			1
tcm:728-1911			1
tcm:636-3537			1
tcm:493-9570			1
tcm:622-5883			1
tcm:209-3226			1
tcm:946-5658			1
tcm:324-4927			1
tcm:996-7851			1
tcm:909-4818			1
tcm:888-6823			1
tcm:263-5013			1
tcm:283-9940			1
tcm:697-1068			1
tcm:884-5077			1
tcm:657-7815			1
tcm:267-5620			1
tcm:207-7910			1
tcm:573-8448			1
tcm:224-1580			1
tcm:281-5593			1
tcm:217-7817			1
tcm:469-9747			1
tcm:950-9684			1
tcm:624-2392			1
tcm:552-5014			1
tcm:906-6349			1
tcm:496-5404			1
tcm:810-3895			1
tcm:852-2826			1
tcm:451-4430			1
tcm:938-2393			1
tcm:746-9421			1
tcm:142-2273			1
tcm:281-4255			1
tcm:592-2176			1
tcm:540-6488			1
tcm:953-6919			1
tcm:336-5364			1
tcm:599-7836			1
tcm:268-5494			1
tcm:666-9221			1
tcm:495-9546			1
tcm:466-5997			1
tcm:690-4584			1
tcm:128-7180			1
tcm:710-5300			1
tcm:828-7520			1
tcm:609-5306			1
tcm:209-8096			1
tcm:899-5271			1
tcm:920-2781			1
tcm:709-1246			1
tcm:685-1192			1
tcm:104-5657			1
tcm:212-4745			1
tcm:278-5248			1
tcm:181-7019			1
tcm:422-8345			1
tcm:943-2237			1
tcm:785-5884			1
tcm:381-4564			1
tcm:242-6902			1
tcm:263-7623			1
tcm:851-5225			1
tcm:244-9594			1
tcm:647-3274			1
tcm:900-1355			1
tcm:218-8454			1
tcm:758-6243			1
tcm:637-5565			1
tcm:921-3017			1
tcm:756-9216			1
tcm:550-6260			1
tcm:780-4521			1
tcm:247-2469			1
tcm:830-1353			1
tcm:883-6961			1
tcm:103-7150			1
tcm:631-4915			1
tcm:575-7585			1
tcm:538-1575			1
tcm:972-7227			1
tcm:505-7065			1
tcm:171-8468			1
tcm:952-9783			1
tcm:997-8552			1
tcm:890-9133			1
tcm:437-8002			1
tcm:366-7415			1
tcm:975-8393			1
tcm:115-9637			1
tcm:469-9732			1
tcm:874-7350			1
tcm:478-1463			1
tcm:635-6482			1
tcm:509-6356			1
tcm:121-8954			1
tcm:840-2113			1
tcm:528-5774			1
tcm:577-1463			1
tcm:213-6736			1
tcm:677-1749			1
tcm:200-4969			1
tcm:811-4542			1
tcm:711-8622			1
tcm:288-8518			1
tcm:555-6166			1
tcm:534-7102			1
tcm:516-7603			1
tcm:118-6099			1
tcm:747-7977			1
tcm:557-4559			1
tcm:604-3546			1
tcm:525-6685			1
tcm:886-5477			1
tcm:638-4132			1
tcm:929-9858			1
tcm:936-1000			1
tcm:920-1372			1
tcm:856-3344			1
tcm:327-8746			1
tcm:835-2589			1
tcm:798-9404			1
tcm:877-8942			1
tcm:648-1644			1
tcm:931-1971			1
tcm:971-6572			1
tcm:346-3777			1
tcm:554-6891			1
tcm:890-6990			1
tcm:892-8391			1
tcm:720-2909			1
tcm:640-8559			1
tcm:803-8844			1
tcm:995-3272			1
tcm:302-8847			1
tcm:341-6066			1
tcm:533-6506			1
tcm:367-3218			1
tcm:817-9691			1
tcm:949-5425			1
tcm:862-6214			1
tcm:265-2834			1
tcm:965-4974			1
tcm:868-3228			1
tcm:217-6413			1
tcm:939-6910			1
tcm:354-8088			1
tcm:212-3508			1
tcm:898-5326			1
tcm:573-7196			1
tcm:505-7149			1
tcm:782-7215			1
tcm:279-2374			1
tcm:640-9879			1
tcm:516-8957			1
tcm:776-6745			1
tcm:612-6906			1
tcm:226-6549			1
tcm:397-5442			1
tcm:734-5954			1
tcm:991-4799			1
tcm:925-8736			1
tcm:685-7390			1
tcm:294-1741			1
tcm:446-6288			1
tcm:387-6924			1
tcm:342-5953			1
tcm:572-5033			1
tcm:649-4958			1
tcm:901-9428			1
tcm:357-9640			1
tcm:639-7336			1
tcm:213-5446			1
tcm:377-1702			1
tcm:195-6444			1
tcm:800-5458			1
tcm:842-6014			1
tcm:118-2536			1
tcm:380-1277			1
tcm:128-2342			1
tcm:961-2618			1
tcm:309-7906			1
tcm:235-3077			1
tcm:674-2846			1
tcm:968-7056			1
tcm:961-2636			1
tcm:436-7321			1
tcm:603-2918			1
tcm:405-8110			1
tcm:447-7085			1
tcm:571-3110			1
tcm:435-5417			1
tcm:448-4152			1
tcm:433-8859			1
tcm:191-6797			1
tcm:357-8307			1
tcm:933-7303			1
tcm:130-4196			1
tcm:462-5454			1
tcm:544-4756			1
tcm:714-2047			1
tcm:747-6663			1
tcm:776-5440			1
tcm:704-3805			1
tcm:716-8565			1
tcm:945-1038			1
tcm:745-8796			1
tcm:721-8189			1
tcm:374-8017			1
tcm:586-6745			1
tcm:855-2745			1
tcm:434-8138			1
tcm:607-3907			1
tcm:341-7351			1
tcm:449-8495			1
tcm:149-5345			1
tcm:252-8106			1
tcm:646-1162			1
tcm:444-5759			1
tcm:781-6635			1
tcm:565-2874			1
tcm:994-4641			1
tcm:328-8216			1
tcm:200-4992			1
tcm:761-7748			1
tcm:334-2533			1
tcm:951-5497			1
tcm:538-2949			1
tcm:403-4036			1
tcm:331-1041			1
tcm:115-9596			1
tcm:856-3367			1
tcm:769-1951			1
tcm:798-9423			1
tcm:734-3336			1
tcm:241-8395			1
tcm:150-6801			1
tcm:730-3644			1
tcm:486-2072			1
tcm:908-6382			1
tcm:507-4946			1
tcm:855-2739			1
tcm:908-6380			1
tcm:599-5234			1
tcm:604-4842			1
tcm:977-7091			1
tcm:514-3633			1
tcm:733-1471			1
tcm:211-6203			1
tcm:387-6967			1
tcm:233-2958			1
tcm:908-5075			1
tcm:456-3859			1
tcm:108-2117			1
tcm:791-2418			1
tcm:968-8330			1
tcm:363-7048			1
tcm:877-5027			1
tcm:664-7857			1
tcm:237-8289			1
tcm:859-6865			1
tcm:690-5914			1
tcm:989-1610			1
tcm:435-5441			1
tcm:427-2096			1
tcm:417-7579			1
tcm:889-2667			1
tcm:646-8652			1
tcm:923-9530			1
tcm:492-2797			1
tcm:225-7085			1
tcm:783-1818			1
tcm:903-2973			1
tcm:537-2112			1
tcm:479-4761			1
tcm:910-5109			1
tcm:412-5879			1
tcm:903-1641			1
tcm:741-5926			1
tcm:398-6097			1
tcm:778-4614			1
tcm:944-6859			1
tcm:479-2109			1
tcm:365-6648			1
tcm:365-5315			1
tcm:976-6492			1
tcm:730-7139			1
tcm:600-4427			1
tcm:206-5479			1
tcm:307-7422			1
tcm:557-9381			1
tcm:766-3400			1
tcm:158-3004			1
tcm:151-8728			1
tcm:953-4266			1
tcm:452-9150			1
tcm:703-6740			1
tcm:108-2132			1
tcm:430-4026			1
tcm:527-2395			1
tcm:513-5436			1
tcm:468-6578			1
tcm:691-7856			1
tcm:206-5473			1
tcm:729-6181			1
tcm:670-9688			1
tcm:481-7887			1
tcm:141-6301			1
tcm:740-7599			1
tcm:667-5069			1
tcm:217-5164			1
tcm:618-5657			1
tcm:837-5210			1
tcm:221-6643			1
tcm:218-3594			1
tcm:447-2294			1
Sixty-Four/comes/asking/for/bread.			98
tcm:403-4074			1
tcm:823-1331			1
tcm:641-6970			1
tcm:755-3728			1
tcm:688-3230			1
tcm:646-7335			1
tcm:933-7324			1
tcm:461-9653			1
tcm:182-7781			1
tcm:729-6152			1
tcm:387-4348			1
tcm:885-9745			1
tcm:429-1262			1
tcm:431-6151			1
tcm:993-7529			1
tcm:847-4380			1
tcm:121-7663			1
tcm:171-2395			1
tcm:436-7390			1
tcm:708-6644			1
tcm:490-2204			1
tcm:413-6495			1
tcm:892-4893			1
tcm:200-7196			1
tcm:430-7999			1
tcm:548-6200			1
tcm:731-4410			1
tcm:335-8232			1
tcm:312-9924			1
tcm:417-8863			1
tcm:775-8578			1
tcm:159-5189			1
tcm:131-7408			1
tcm:377-6544			1
tcm:772-8773			1
tcm:773-8265			1
tcm:112-1409			1
Two/seats/were/vacant.			101
tcm:721-3334			1
tcm:280-9715			1
Where/do/random/thoughts/come/from?			108
tcm:334-1260			1
tcm:495-4772			1
tcm:364-3448			1
tcm:688-4506			1
tcm:779-6562			1
tcm:262-3030			1
tcm:997-2438			1
tcm:281-9051			1
tcm:196-3595			1
tcm:397-6753			1
tcm:474-1748			1
tcm:255-9226			1
tcm:698-9184			1
tcm:510-5669			1
tcm:641-4332			1
tcm:435-6799			1
tcm:156-7992			1
tcm:857-6316			1
tcm:214-4025			1
tcm:719-7693			1
tcm:366-2638			1
tcm:132-9321			1
tcm:922-8943			1
tcm:726-8933			1
tcm:238-5969			1
tcm:811-5853			1
tcm:161-4780			1
tcm:793-2976			1
tcm:631-1080			1
tcm:824-2178			1
tcm:917-5570			1
tcm:822-4260			1
tcm:146-8830			1
tcm:678-1260			1
tcm:984-7070			1
tcm:204-7792			1
tcm:628-5203			1
tcm:266-3679			1
tcm:592-8377			1
tcm:102-2981			1
tcm:223-8083			1
tcm:344-3685			1
tcm:649-8463			1
tcm:427-3376			1
tcm:186-3346			1
tcm:936-4937			1
tcm:798-8171			1
tcm:101-5235			1
tcm:368-2704			1
tcm:215-3715			1
tcm:905-6820			1
tcm:174-9560			1
tcm:722-1811			1
tcm:889-5090			1
tcm:313-4393			1
tcm:645-5494			1
tcm:351-7105			1
tcm:955-3334			1
tcm:314-6184			1
tcm:430-6862			1
tcm:725-7655			1
tcm:604-9886			1
tcm:828-2544			1
tcm:647-5718			1
tcm:220-6657			1
tcm:847-4176			1
tcm:595-3824			1
tcm:515-3077			1
tcm:870-8041			1
tcm:933-3828			1
tcm:808-3101			1
tcm:152-5690			1
tcm:274-5478			1
tcm:964-5305			1
tcm:680-1999			1
tcm:883-5729			1
tcm:312-1056			1
tcm:619-8724			1
tcm:223-6964			1
My/Mum/tries/to/be/cool/by/saying/that/she/likes/all/the/same/things/that/I/do.			125
tcm:600-4291			1
tcm:498-8054			1
tcm:333-5560			1
tcm:846-1055			1
tcm:453-2881			1
tcm:449-1022			1
tcm:726-6392			1
tcm:930-2202			1
tcm:367-9318			1
tcm:202-1126			1
tcm:515-3068			1
tcm:360-6077			1
tcm:520-5381			1
tcm:958-2565			1
tcm:750-1093			1
tcm:369-4751			1
tcm:268-9084			1
tcm:794-4888			1
tcm:738-6294			1
tcm:553-9793			1
tcm:396-7006			1
tcm:906-7531			1
tcm:299-9644			1
tcm:665-1186			1
tcm:225-7037			1
tcm:809-7751			1
tcm:749-3048			1
tcm:794-2223			1
tcm:183-4905			1
tcm:335-8008			1
tcm:617-4916			1
tcm:571-8029			1
tcm:337-9807			1
tcm:275-1976			1
tcm:713-7781			1
tcm:171-7293			1
tcm:470-7298			1
tcm:619-7414			1
tcm:740-2738			1
tcm:430-5524			1
tcm:196-3775			1
tcm:286-9708			1
tcm:124-6064			1
tcm:368-2744			1
tcm:743-8561			1
tcm:339-2637			1
tcm:244-3349			1
tcm:406-6494			1
tcm:823-7685			1
tcm:932-9949			1
tcm:869-5828			1
tcm:700-1496			1
tcm:829-4532			1
tcm:429-8613			1
tcm:759-9417			1
tcm:241-1074			1
tcm:591-6380			1
tcm:986-8782			1
tcm:490-4907			1
tcm:365-6857			1
tcm:963-6607			1
tcm:354-4331			1
tcm:374-3154			1
tcm:657-4089			1
tcm:790-1893			1
tcm:878-4718			1
tcm:200-7003			1
tcm:905-4213			1
tcm:153-2831			1
tcm:295-9940			1
tcm:212-3378			1
tcm:357-2206			1
tcm:959-4374			1
tcm:714-8279			1
tcm:439-1621			1
tcm:917-5405			1
tcm:660-2593			1
tcm:267-1962			1
tcm:254-9731			1
tcm:894-6057			1
tcm:475-2331			1
tcm:420-2802			1
tcm:799-6342			1
tcm:378-9820			1
I/really/want/to/go/to/work,/but/I/am/too/sick/to/drive.			108
tcm:768-7263			1
tcm:285-6410			1
tcm:934-3243			1
tcm:516-3989			1
tcm:559-2208			1
tcm:705-9313			1
tcm:735-1944			1
tcm:413-5102			1
She/was/too/short/to/see/over/the/fence.			134
tcm:773-5861			1
tcm:480-4483			1
tcm:402-9612			1
tcm:299-9607			1
tcm:576-3102			1
tcm:241-1094			1
tcm:351-8456			1
tcm:244-4623			1
tcm:351-9787			1
tcm:565-7885			1
tcm:922-1593			1
tcm:233-1730			1
tcm:354-4355			1
tcm:584-2878			1
tcm:303-3444			1
tcm:777-3933			1
tcm:636-2133			1
tcm:598-9629			1
tcm:185-6123			1
tcm:640-2482			1
tcm:650-8219			1
tcm:259-3569			1
tcm:389-7065			1
tcm:616-5317			1
tcm:316-7754			1
tcm:346-3915			1
tcm:833-3547			1
tcm:460-7666			1
tcm:325-5585			1
tcm:558-1725			1
tcm:264-9359			1
tcm:385-2354			1
tcm:529-7601			1
tcm:592-3350			1
tcm:916-8429			1
tcm:606-3955			1
tcm:515-9220			1
tcm:308-9558			1
tcm:540-1701			1
tcm:377-1864			1
tcm:278-7737			1
tcm:441-3452			1
tcm:863-4501			1
tcm:324-7088			1
tcm:861-4283			1
tcm:307-2631			1
tcm:267-9094			1
tcm:483-7197			1
tcm:109-5471			1
tcm:143-5484			1
tcm:640-9933			1
tcm:447-8250			1
tcm:844-5141			1
tcm:361-4333			1
tcm:418-4588			1
tcm:148-1868			1
tcm:613-1336			1
tcm:148-1869			1
tcm:734-7075			1
tcm:311-1839			1
tcm:781-5156			1
tcm:944-1967			1
tcm:552-6494			1
tcm:424-6023			1
tcm:185-2583			1
tcm:545-6471			1
tcm:842-2646			1
tcm:684-6700			1
tcm:359-9980			1
tcm:482-9786			1
tcm:822-6925			1
tcm:733-6386			1
tcm:281-4123			1
tcm:936-3496			1
tcm:135-9669			1
tcm:851-6479			1
tcm:415-4992			1
tcm:969-7873			1
tcm:650-4681			1
tcm:987-8135			1
tcm:413-1585			1
tcm:753-2042			1
tcm:564-4524			1
tcm:721-9510			1
tcm:183-9752			1
tcm:120-4573			1
tcm:608-4728			1
tcm:317-7197			1
tcm:928-5235			1
tcm:259-7057			1
tcm:394-4366			1
tcm:446-6453			1
tcm:796-4263			1
tcm:936-3487			1
tcm:997-7146			1
tcm:984-8520			1
tcm:337-3666			1
tcm:261-9704			1
tcm:150-6697			1
tcm:421-5113			1
tcm:394-4352			1
tcm:971-6632			1
tcm:574-9071			1
tcm:139-7723			1
tcm:199-4506			1
tcm:928-7889			1
tcm:131-2409			1
tcm:670-4786			1
tcm:362-5055			1
tcm:378-4993			1
tcm:659-6948			1
tcm:885-4736			1
tcm:207-6752			1
tcm:362-6390			1
tcm:242-6802			1
tcm:775-3678			1
tcm:484-5652			1
tcm:163-7245			1
tcm:211-1515			1
tcm:924-5388			1
He/didn’t/want/to/go/to/the/dentist,/yet/he/went/anyway.			100
tcm:473-8032			1
tcm:760-5971			1
tcm:815-4419			1
tcm:357-7069			1
tcm:965-3867			1
tcm:886-5431			1
tcm:370-8256			1
tcm:725-8940			1
tcm:132-4420			1
tcm:227-3793			1
tcm:348-5105			1
tcm:487-6478			1
tcm:548-2636			1
tcm:148-1816			1
tcm:523-2780			1
tcm:486-4637			1
tcm:735-4146			1
tcm:780-4651			1
tcm:820-2364			1
tcm:359-6035			1
tcm:332-9030			1
tcm:606-1340			1
tcm:784-2602			1
tcm:499-3254			2
tcm:311-4049			1
tcm:943-4775			1
tcm:127-6555			1
tcm:361-3013			1
tcm:343-7723			1
tcm:602-3273			1
tcm:402-8367			1
tcm:848-8731			1
tcm:626-1221			1
tcm:484-5671			1
tcm:713-5157			1
tcm:903-6507			1
tcm:818-5385			1
tcm:249-2638			1
tcm:921-3134			1
tcm:358-5540			1
tcm:351-9707			1
tcm:375-2762			1
tcm:201-1961			1
tcm:196-7244			1
tcm:265-7801			1
tcm:646-3980			1
tcm:946-4473			1
tcm:522-3087			1
tcm:294-1811			1
tcm:816-5060			1
tcm:786-5160			1
tcm:629-2269			1
tcm:496-6817			1
tcm:587-6793			1
tcm:187-5980			1
tcm:376-2063			1
tcm:204-2780			1
tcm:454-2086			1
tcm:783-5440			1
tcm:160-7603			1
tcm:701-7057			1
tcm:982-4638			1
tcm:615-8135			1
tcm:667-7514			1
tcm:190-4944			1
tcm:255-4255			1
tcm:735-4117			1
tcm:908-5118			1
tcm:463-7285			1
tcm:535-9120			1
tcm:995-3371			1
When/I/was/little/I/had/a/car/door/slammed/shut/on/my/hand./I/still/remember/it/quite/vividly.			119
tcm:786-2800			1
tcm:609-6567			1
tcm:556-8065			1
tcm:771-9140			1
tcm:497-1253			1
tcm:130-4049			1
tcm:241-3612			1
tcm:167-9535			1
tcm:965-1126			1
tcm:957-6724			1
tcm:717-5728			1
tcm:688-2088			1
tcm:764-5664			1
tcm:353-6033			1
tcm:692-1067			1
tcm:656-7028			1
tcm:288-8625			1
tcm:103-1005			1
tcm:459-5926			1
tcm:185-3953			1
tcm:350-2946			1
tcm:446-5091			1
tcm:452-4413			1
tcm:949-6645			1
tcm:243-6102			1
tcm:104-5574			1
tcm:299-2242			1
tcm:690-8210			1
tcm:282-6072			1
tcm:498-5799			1
tcm:487-2941			1
tcm:574-5428			1
tcm:539-3630			1
tcm:128-2241			1
tcm:756-4246			1
tcm:692-1030			1
tcm:119-4657			1
tcm:708-1897			1
tcm:882-4378			1
tcm:327-8852			1
tcm:713-1558			1
tcm:299-3548			1
tcm:195-5208			1
tcm:580-8322			1
tcm:628-2889			1
tcm:789-5598			1
tcm:830-6284			1
tcm:495-7108			1
tcm:288-9971			1
tcm:359-8713			1
tcm:913-7467			1
tcm:769-9103			1
tcm:505-8359			1
tcm:611-8437			1
tcm:829-8122			1
tcm:977-3653			1
tcm:821-7246			1
tcm:732-8880			1
tcm:301-1319			1
tcm:370-9573			1
tcm:856-5861			1
tcm:819-1076			1
tcm:346-2584			1
tcm:675-2030			1
tcm:815-4377			1
tcm:487-2968			1
The/stranger/officiates/the/meal.			111
tcm:738-8935			1
tcm:979-6178			1
tcm:427-4758			1
tcm:247-9834			1
tcm:709-1196			1
tcm:154-2030			1
tcm:322-4565			1
tcm:909-8425			1
tcm:190-7180			1
tcm:465-6214			1
tcm:231-7649			1
tcm:119-8197			1
tcm:884-1504			1
tcm:931-4081			1
tcm:311-5323			1
tcm:259-8434			1
tcm:865-3473			1
tcm:701-3435			1
tcm:796-5535			1
tcm:135-8348			1
tcm:659-3027			1
tcm:485-2686			1
Christmas/is/coming.			104
tcm:868-9297			1
tcm:286-7060			1
tcm:942-6421			1
tcm:498-3124			1
tcm:635-5094			1
tcm:355-8951			1
tcm:301-2621			1
tcm:180-7521			1
tcm:348-6397			1
tcm:146-2801			1
tcm:303-8235			1
tcm:894-2491			1
tcm:728-1889			1
tcm:865-2148			1
